user_id,active_month,avg_month_logins_amount,days_since_last_login,frecuency_score_last_active_month,is_churn,avg_month_fiat_payment_volumen,avg_month_fiat_payment_tx_amount,avg_month_crypto_payment_volumen,avg_month_earn_volumen,avg_month_earn_tx_amount,avg_month_fiat_cashin_volumen,avg_month_fiat_cashin_tx_amount,avg_month_crypto_cashin_volumen,avg_month_crypto_cashin_tx_amount,avg_month_fiat_cashout_volumen,avg_month_fiat_cashout_tx_amount,avg_month_crypto_cashout_volumen,avg_month_crypto_cashout_tx_amount,total_avg_tx_count,is_engaged
user_00002,2,8.8,257,81.71,1,243.03,9,0.0,0.0,0,266.93,4,0.0,0,51.1,1,0.0,0,14,True
user_00005,2,3.2,157,19.63,1,0.0,0,1.21,0.0,0,0.0,1,0.0,0,1.1,0,0.0,1,2,True
user_00007,13,12.6,3,0.0,0,2.84,1,12.14,0.07,25,12.81,0,0.0,1,9.47,0,0.0,0,27,True
user_00010,4,7.0,123,459.14,1,0.0,0,0.0,0.0,0,1074.54,145,0.0,0,1098.1,27,0.0,0,172,True
user_00011,2,4.4,124,4.9,1,0.0,0,23.24,0.0,1,14.65,0,0.0,0,6.95,0,6.9,0,1,True
user_00012,2,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,1,True
user_00014,5,10.5,21,7.92,1,0.0,1,0.31,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2,True
user_00015,5,9.8,152,55.2,1,0.0,0,0.0,0.0,1,1663.96,27,0.0,0,1709.03,30,0.0,0,58,True
user_00018,9,5.9,1,0.0,0,1.15,1,6.52,0.03,2,92.94,5,0.0,0,87.51,9,0.0,0,17,True
user_00025,5,6.6,39,18.71,1,38.09,3,0.0,0.05,2,212.89,2,0.0,0,181.85,4,0.0,0,11,True
user_00026,2,2.2,302,32.93,1,0.0,1,0.0,0.0,0,1317.56,7,0.0,0,1312.37,2,0.0,0,10,True
user_00027,7,1.9,31,5.82,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,1,True
user_00028,2,2.8,281,22.38,1,0.0,0,0.0,0.0,0,2.09,0,0.0,1,2.1,1,0.0,0,2,True
user_00030,2,2.6,206,13.52,1,0.0,0,0.0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,2,True
user_00032,3,3.0,56,13.86,1,0.0,0,0.44,0.0,0,0.49,0,0.0,0,0.0,0,0.0,0,0,True
user_00033,2,4.6,53,25.6,1,0.0,0,0.0,0.0,9,0.03,0,0.0,0,0.04,0,0.0,1,10,True
user_00035,4,3.6,24,6.87,1,0.0,1,0.35,0.0,1,7.21,1,0.0,0,7.5,2,0.0,0,5,True
user_00037,13,2.9,1,0.0,0,0.0,0,5.8,0.01,3,0.17,0,5.91,2,5.87,2,0.0,1,8,True
user_00038,2,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,1,True
user_00041,4,13.2,1,0.0,0,24.68,6,0.9,0.0,0,205.6,16,0.0,1,171.06,27,0.0,0,50,True
user_00049,3,2.2,212,4.31,1,0.0,0,0.0,0.0,0,1.2,0,0.0,0,1.14,0,0.0,0,0,True
user_00054,4,3.7,63,4.61,1,2.03,0,2.42,0.08,3,26.87,2,0.0,0,23.87,2,0.0,0,7,True
user_00057,10,9.7,15,70.14,1,0.0,0,0.0,0.09,3,84.23,5,0.0,0,74.49,5,0.0,1,14,True
user_00060,2,1.2,271,5.03,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,True
user_00067,6,16.3,1,0.0,0,6.82,1,0.18,1.03,24,151.12,5,0.0,0,147.91,15,0.0,0,45,True
user_00069,2,9.6,101,12.39,1,1.36,0,0.0,0.09,3,28.4,2,0.0,0,25.08,1,0.0,0,6,True
user_00070,2,2.1,88,4.61,1,0.0,1,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,2,True
user_00071,3,1.2,65,4.27,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,1,True
user_00078,5,4.4,43,35.03,1,0.0,1,0.0,0.0,1,3406.32,4,0.0,0,3101.5,4,0.0,0,10,True
user_00084,12,8.7,294,0.0,0,0.0,0,0.15,0.58,36,89.48,1,0.0,0,94.0,4,0.0,0,41,True
user_00086,2,0.9,326,5.68,1,0.0,1,0.0,0.0,1,0.23,0,0.0,0,0.0,0,0.0,0,2,True
user_00090,2,3.2,54,53.58,1,0.0,1,1.06,0.0,0,0.54,0,0.0,1,0.5,0,0.0,1,3,True
user_00094,2,4.3,303,7.74,1,0.0,0,16.76,0.01,1,4.64,0,0.0,0,4.01,0,0.0,0,1,True
user_00095,8,7.8,11,0.0,0,0.39,1,5.45,0.0,1,239.56,2,204.32,1,229.29,5,186.62,0,10,True
user_00097,2,1.1,97,4.29,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,1,True
user_00102,4,4.6,88,11.8,1,0.0,0,2.82,0.0,0,1.16,0,0.0,0,1.83,0,0.0,0,0,True
user_00109,2,4.4,55,60.18,1,0.0,1,15.66,0.0,5,18.45,2,0.0,0,0.0,1,16.8,1,10,True
user_00110,3,2.0,143,5.18,1,0.0,0,0.0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,1,True
user_00115,3,10.5,9,155.95,1,0.0,0,0.0,0.0,0,107.36,5,0.0,0,105.92,8,0.0,0,13,True
user_00116,4,3.5,95,4.35,1,0.0,0,0.0,0.0,1,0.86,0,0.0,1,0.8,1,0.0,1,4,True
user_00121,2,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,2,True
user_00122,2,0.9,157,4.17,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,1,True
user_00123,3,3.1,31,9.35,1,0.0,1,0.0,0.0,0,59.65,2,0.0,1,61.85,0,0.0,1,5,True
user_00129,2,2.2,182,5.03,1,0.0,0,0.0,0.0,1,0.45,1,0.0,0,0.42,0,0.0,0,2,True
user_00132,4,10.4,1,0.0,0,92.23,6,45.58,0.34,4,268.05,2,42.97,0,179.87,8,50.11,0,20,True
user_00134,2,3.1,311,5.27,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,2,True
user_00135,5,19.8,00:00:00,0.0,0,21.57,8,6.74,0.14,12,254.51,17,6.35,2,241.17,43,0.0,0,82,True
user_00136,2,1.0,242,31.21,1,0.0,0,3.89,0.0,0,0.0,0,3.81,0,3.96,0,0.0,0,0,True
user_00139,13,7.4,1,0.0,0,0.0,1,0.0,11.21,17,107.46,1,0.0,0,47.98,0,0.0,0,19,True
user_00141,3,,,0.0,1,0.0,0,0.0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,2,True
user_00142,2,4.2,123,18.13,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,2,True
user_00150,5,15.3,2,0.0,0,22.65,4,0.0,0.0,0,292.08,68,0.0,1,262.94,21,0.0,0,94,True
user_00151,2,3.1,78,4.31,1,0.0,0,0.62,0.0,0,0.34,0,0.0,0,0.26,1,0.0,0,1,True
user_00152,6,3.4,214,4.61,1,63.54,2,0.24,0.0,0,99.9,2,0.0,0,0.0,1,0.0,0,5,True
user_00154,2,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,2,True
user_00157,6,10.9,18,3.43,1,0.0,0,2.59,0.0,0,2.76,0,0.0,0,0.0,0,2.5,0,0,True
user_00159,13,2.0,336,0.0,0,0.0,0,0.0,0.02,17,21.04,0,0.0,0,21.48,0,0.0,1,18,True
user_00164,3,7.4,167,33.03,1,0.81,0,0.0,0.0,0,40.22,7,0.0,0,37.71,6,0.0,0,13,True
user_00167,3,8.1,36,22.78,1,0.0,1,26.6,0.02,5,12.84,1,0.0,0,11.64,0,0.0,0,7,True
user_00168,2,1.1,83,8.78,1,0.0,0,0.0,0.0,0,0.01,1,0.0,0,0.0,0,0.0,0,1,True
user_00171,4,6.3,39,0.0,0,0.0,0,0.0,0.67,12,162.13,0,0.0,0,172.91,1,0.0,0,13,True
user_00172,9,1.0,95,5.29,1,1.72,0,5.22,0.01,4,2.53,0,0.0,1,0.66,0,0.0,0,5,True
user_00173,2,0.8,339,4.81,1,8.61,0,0.0,0.0,1,19.43,1,0.0,1,0.0,0,0.0,1,4,True
user_00174,2,5.0,339,5.22,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,True
user_00175,5,16.4,92,25.4,1,1.03,0,77.93,1.75,1,727.66,36,0.0,1,704.98,4,0.0,0,42,True
user_00180,3,4.5,302,4.13,1,92.87,3,13.99,0.0,0,147.87,1,0.0,1,28.87,0,14.31,0,5,True
user_00193,2,1.9,54,4.09,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,1,True
user_00194,10,11.4,1,0.0,0,19.91,0,0.0,0.0,0,484.49,6,0.0,1,465.17,14,0.0,1,22,True
user_00199,2,2.0,227,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,True
user_00200,2,1.1,231,8.65,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,2,True
user_00204,2,1.9,133,21.44,1,0.0,0,0.37,0.0,1,0.0,0,0.0,0,0.37,1,0.0,1,3,True
user_00206,3,6.8,263,68.19,1,53.53,5,23.24,0.06,14,60.31,2,0.0,1,8.47,1,0.0,1,24,True
user_00207,2,1.1,86,4.01,1,0.0,1,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,2,True
user_00212,4,4.1,265,8.69,1,335.2,14,1.56,0.0,1,354.94,3,0.0,0,33.64,2,0.0,0,20,True
user_00213,3,1.7,29,5.22,1,0.0,0,23.7,0.0,0,11.94,0,0.0,0,11.75,0,0.0,1,1,True
user_00216,4,23.2,00:00:00,0.0,0,73.86,62,161.32,0.02,6,196.86,38,0.09,0,97.9,37,0.29,0,143,True
user_00220,4,2.6,241,7.5,1,0.0,0,0.11,0.0,0,0.04,0,0.0,0,0.0,0,0.0,0,0,True
user_00223,3,1.8,45,4.34,1,0.0,0,0.5,0.0,0,1.2,1,0.0,0,1.89,0,0.0,0,1,True
user_00225,2,0.9,58,3.36,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,1,True
user_00226,2,3.1,108,7.81,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,1,True
user_00227,2,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,2,True
user_00228,4,10.1,70,0.0,0,15.17,1,0.0,0.23,12,41.18,1,0.0,0,26.28,0,0.0,0,14,True
user_00231,2,1.7,258,13.36,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,2,True
user_00233,2,4.4,136,6.43,1,0.0,0,0.0,0.02,0,8.32,0,0.0,0,9.2,1,0.0,1,2,True
user_00234,6,8.6,13,0.0,0,0.27,0,0.07,0.02,14,2.28,1,0.0,0,1.82,1,0.07,0,16,True
user_00236,5,5.0,00:00:00,0.0,0,0.0,0,0.0,10.61,9,1529.89,1,0.0,0,141.51,0,0.0,0,10,True
user_00237,4,1.0,44,61.75,1,0.0,0,66.81,0.0,0,28.54,1,4.34,0,34.03,1,0.0,0,2,True
user_00240,9,6.4,10,11.72,1,0.0,1,0.09,0.0,0,0.09,0,0.0,1,0.0,0,0.0,0,2,True
user_00245,3,2.0,36,4.44,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,True
user_00246,10,18.3,00:00:00,0.0,0,39.28,0,0.08,0.94,3,675.13,14,0.0,0,708.7,58,0.0,1,76,True
user_00247,2,2.0,336,21.25,1,43.32,0,0.0,0.0,1,45.81,1,0.0,0,1.88,0,0.0,0,2,True
user_00248,6,22.1,2,0.0,0,54.73,20,1.93,0.1,12,214.62,24,0.0,0,142.28,27,0.03,0,83,True
user_00250,2,1.7,158,4.27,1,0.0,0,1.18,0.0,0,0.04,1,0.0,0,1.22,0,0.0,0,1,True
user_00251,5,2.2,216,3.35,1,29.76,1,79.49,0.0,0,52.73,0,0.0,0,24.66,0,0.0,0,1,True
user_00252,2,5.7,69,27.91,1,0.0,0,0.48,0.0,1,0.02,1,0.0,0,0.56,1,0.0,0,3,True
user_00255,3,3.4,52,3.79,1,0.0,0,2.97,0.0,0,12.76,0,0.0,0,14.01,0,0.0,0,0,True
user_00256,2,2.3,337,6.1,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,1,True
user_00257,6,17.6,1,0.0,0,0.0,0,0.0,4.29,10,1806.3,12,0.0,0,2018.35,19,0.0,0,41,True
user_00264,7,4.9,3,0.0,0,0.0,0,0.96,0.0,1,4.06,1,0.96,0,5.45,1,0.0,0,3,True
user_00265,2,8.0,313,118.85,1,0.0,1,835.1,0.0,0,1004.25,5,0.0,1,0.0,0,907.55,3,10,True
user_00266,3,2.0,59,48.13,1,0.0,0,0.96,0.0,0,12.87,2,0.9,0,12.01,1,0.0,0,3,True
user_00267,4,7.0,8,0.0,0,0.0,0,0.0,0.01,1,54.21,2,0.0,0,51.54,2,0.0,1,6,True
user_00269,2,3.0,63,4.47,1,0.0,0,0.33,0.0,0,0.36,2,0.0,1,0.68,2,0.0,0,5,True
user_00271,2,1.1,86,2.9,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,True
user_00276,3,4.3,205,18.2,1,0.0,0,0.58,0.0,0,44.92,1,0.0,0,39.34,2,0.0,0,3,True
user_00277,2,2.0,123,3.81,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,True
user_00278,2,1.0,171,3.69,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,1,True
user_00279,2,1.9,306,16.04,1,0.0,1,0.0,0.0,0,104.96,0,0.0,0,123.33,1,0.0,1,3,True
user_00282,2,5.3,339,7.38,1,470.04,17,0.0,0.0,0,663.54,3,0.0,0,178.5,3,0.0,0,23,True
user_00283,2,3.0,54,3.95,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,True
user_00285,3,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,2,True
user_00288,4,11.5,00:00:00,0.0,0,6.17,1,0.0,1.11,13,154.18,10,0.0,0,112.79,14,0.0,0,38,True
user_00290,2,1.0,123,5.33,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2,True
user_00291,8,4.8,136,76.29,1,91.58,5,0.36,0.0,0,201.06,3,0.0,0,104.73,2,0.0,0,10,True
user_00303,3,8.1,11,248.2,1,50.55,2,108.13,0.04,2,103.38,3,60.92,1,58.99,1,58.43,3,12,True
user_00308,4,5.2,1,0.0,0,7.19,1,0.81,0.02,7,32.95,0,0.0,1,27.66,4,0.0,0,13,True
user_00311,3,4.3,172,14.76,1,5.76,0,32.64,0.0,0,38.9,1,0.0,0,0.0,0,31.45,0,1,True
user_00313,2,2.1,45,3.45,1,0.0,0,2.37,0.0,0,0.0,0,0.0,0,2.27,1,0.0,0,1,True
user_00318,3,7.7,9,102.3,1,7.94,0,0.59,0.0,0,45.66,8,0.0,1,36.57,5,0.0,1,15,True
user_00319,7,3.3,24,0.0,0,0.0,1,0.11,0.01,14,0.0,0,0.0,0,0.0,1,0.0,1,17,True
user_00321,4,17.1,1,0.0,0,27.83,9,7.55,0.03,9,156.82,17,0.0,0,108.33,18,0.0,1,54,True
user_00322,4,2.7,204,5.19,1,0.0,0,157.36,0.0,0,0.0,0,172.26,1,157.16,1,0.0,0,2,True
user_00324,2,6.9,274,56.87,1,107.73,17,0.0,0.0,0,232.3,2,0.0,0,147.23,10,0.0,0,29,True
user_00329,6,4.9,168,22.08,1,3.92,0,20.33,0.06,2,42.47,1,0.0,0,21.08,1,0.0,0,4,True
user_00337,6,4.9,45,0.0,0,0.22,0,2.09,0.24,16,0.72,1,0.0,0,0.0,0,0.0,0,17,True
user_00338,2,6.7,78,72.72,1,341.59,6,0.0,0.0,1,980.59,3,0.0,0,608.3,3,0.0,0,13,True
user_00339,5,12.0,1,0.0,0,0.0,1,284.12,0.02,4,372.26,3,315.81,4,191.64,3,485.01,7,22,True
user_00341,2,2.9,334,20.82,1,0.0,0,3.27,0.0,0,1.15,0,0.0,1,1.06,2,0.0,0,3,True
user_00346,2,5.9,309,24.44,1,360.41,6,1.28,0.0,1,322.56,3,0.0,0,8.58,1,0.0,0,11,True
user_00355,9,3.1,104,4.63,1,155.72,5,2.33,0.03,1,193.04,2,2.56,0,33.58,1,0.0,0,9,True
user_00359,6,19.2,00:00:00,0.0,0,84.03,5,50.09,0.29,21,237.2,9,0.0,0,91.59,0,0.0,0,35,True
user_00362,2,1.1,188,18.28,1,0.0,1,0.0,0.0,0,1408.66,1,0.0,0,1541.49,0,0.0,1,3,True
user_00363,2,3.5,90,26.01,1,0.0,0,1.63,0.0,0,8.61,4,0.0,0,6.92,3,0.0,0,7,True
user_00369,2,5.3,59,15.44,1,0.0,1,2.89,0.0,0,1.69,2,0.0,0,1.48,1,0.0,0,4,True
user_00370,6,6.1,5,0.0,0,0.0,0,0.0,0.27,10,51.6,1,0.0,0,48.8,3,0.0,1,15,True
user_00377,2,1.9,297,14.2,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,2,True
user_00382,4,5.5,6,0.0,0,0.0,0,0.28,0.01,4,68.33,2,0.0,0,73.14,1,0.0,0,7,True
user_00384,5,5.8,61,5.22,1,0.0,0,1.32,0.0,1,0.0,0,0.0,0,1.46,0,0.0,1,2,True
user_00388,2,3.5,333,58.92,1,0.0,0,0.0,0.0,0,1356.33,1,0.0,1,1404.83,1,0.0,0,3,True
user_00389,5,14.2,4,0.0,0,107.37,4,0.0,0.0,0,1375.74,25,0.0,1,1095.01,17,0.0,0,47,True
user_00390,2,3.2,122,8.04,1,0.0,0,0.35,0.01,1,0.8,0,0.0,0,1.11,0,0.0,0,1,True
user_00394,2,8.1,37,72.31,1,0.0,0,13.01,0.0,0,7.3,1,0.0,0,6.01,0,0.0,1,2,True
user_00396,9,9.8,103,57.7,1,124.13,14,6.04,0.12,6,523.02,13,5.44,0,335.92,11,0.0,1,45,True
user_00398,7,17.9,1,0.0,0,1.38,0,0.12,0.02,1,144.81,28,0.0,0,152.84,101,0.0,0,130,True
user_00399,6,12.5,1,0.0,0,5.82,1,0.0,12.87,35,2844.11,2,0.0,0,2223.89,7,0.0,0,45,True
user_00405,2,2.3,310,5.03,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,1,True
user_00406,2,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,1,True
user_00408,3,2.8,33,15.84,1,0.0,1,0.0,0.84,9,48.77,0,0.0,1,54.35,1,0.0,0,12,True
user_00411,7,1.9,133,57.75,1,3.68,1,7.09,0.09,3,6.15,0,0.0,0,0.0,0,0.0,0,4,True
user_00415,7,2.3,7,0.0,0,0.0,1,0.34,0.34,8,10.15,0,0.0,1,1.79,0,0.0,1,11,True
user_00416,2,2.5,238,9.28,1,0.0,0,5.1,0.0,0,0.0,0,5.02,1,4.57,1,0.0,0,2,True
user_00417,2,1.9,197,5.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,True
user_00420,4,4.0,278,4.91,1,390.96,5,0.0,0.57,5,402.5,4,0.0,0,34.37,1,0.0,0,15,True
user_00422,2,1.2,219,4.48,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,1,True
user_00425,2,2.1,121,4.86,1,0.0,0,0.84,0.0,0,0.0,0,0.0,0,0.76,0,0.0,1,1,True
user_00426,2,1.2,310,4.93,1,0.0,1,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,2,True
user_00428,2,1.9,289,16.81,1,0.0,0,0.0,0.0,1,23.86,0,0.0,0,22.59,0,0.0,1,2,True
user_00429,3,15.8,276,272.17,1,0.0,0,0.0,0.0,1,1425.8,205,0.0,1,1246.28,51,0.0,1,259,True
user_00431,2,5.4,332,4.12,1,150.62,19,0.0,0.05,4,168.02,6,0.0,1,8.84,1,0.0,1,32,True
user_00432,4,19.6,81,161.24,1,0.0,0,0.0,0.0,0,2138.32,13,0.0,1,2118.53,29,0.0,0,43,True
user_00434,6,21.1,201,472.11,1,0.0,0,0.0,0.64,5,4484.49,83,0.0,0,4358.98,28,0.0,1,117,True
user_00435,4,10.7,28,4.3,1,19.65,3,1.7,0.17,7,85.27,4,0.0,0,71.84,6,0.0,1,21,True
user_00441,3,4.3,110,4.99,1,0.0,0,4.88,0.0,0,0.0,0,4.81,2,4.59,0,0.0,0,2,True
user_00443,11,17.2,00:00:00,0.0,0,11.48,869,2.59,0.05,11,16.33,19,9.13,69,8.28,11,7.75,20,999,True
user_00444,2,4.3,339,7.32,1,186.71,12,0.0,0.0,0,180.65,9,0.0,1,10.92,0,0.0,0,22,True
user_00449,4,3.9,3,0.0,0,0.0,0,0.0,0.8,9,17.7,0,0.0,0,0.0,0,0.0,0,9,True
user_00453,2,1.0,243,3.93,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,True
user_00454,4,5.0,2,0.0,0,0.0,0,0.0,0.53,7,28.98,1,0.0,1,24.64,1,0.0,0,10,True
user_00459,2,3.4,255,19.01,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,1,True
user_00460,4,,,0.0,0,0.0,0,0.0,0.74,12,129.55,0,0.0,0,112.08,4,0.0,0,16,True
user_00461,3,2.8,13,44.79,1,0.0,1,9.93,0.0,0,4.37,0,0.0,0,3.96,2,0.0,1,4,True
user_00467,4,4.5,43,12.74,1,3.73,1,0.0,0.13,2,103.64,3,0.0,0,102.68,8,0.0,0,14,True
user_00469,4,4.1,3,0.0,0,0.0,0,0.57,0.01,23,3.48,0,0.0,0,2.09,0,0.0,0,23,True
user_00471,4,3.3,165,4.9,1,0.0,0,0.0,0.02,9,0.93,0,0.0,1,0.95,0,0.0,0,10,True
user_00472,3,17.4,286,169.45,1,44.71,7,7.33,0.48,11,202.05,9,0.0,0,150.0,6,7.78,0,33,True
user_00477,8,6.2,101,117.1,1,0.0,1,17.31,0.1,16,8.95,0,0.0,0,8.21,0,0.0,0,17,True
user_00478,2,2.1,155,5.09,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,True
user_00487,2,1.9,177,39.15,1,144.02,1,0.0,0.0,1,169.75,1,0.0,0,15.4,0,0.0,1,4,True
user_00491,2,3.5,274,4.72,1,0.0,0,0.0,0.0,0,0.44,0,0.0,0,0.36,0,0.0,1,1,True
user_00493,2,4.8,55,46.03,1,0.0,0,0.43,0.0,0,0.05,0,0.0,0,0.4,0,0.0,0,0,True
user_00494,3,5.6,311,19.47,1,0.0,0,137.73,0.0,0,86.74,0,0.0,0,45.05,0,0.0,0,0,True
user_00497,2,0.9,66,4.62,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,2,True
user_00498,2,0.9,92,3.08,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,2,True
user_00500,5,7.6,35,5.02,1,0.13,0,1.12,0.0,14,0.64,1,0.0,0,0.43,0,0.0,0,15,True
user_00504,5,14.4,1,0.0,0,53.56,6,0.0,0.38,8,568.3,14,0.0,0,460.55,7,0.0,1,36,True
user_00505,9,16.1,99,712.56,1,185.62,5,6.12,4.05,10,1907.27,11,0.0,0,1883.08,62,6.13,1,89,True
user_00506,5,9.7,8,104.29,1,0.0,0,3.49,0.09,5,51.2,7,3.2,1,54.19,8,0.0,0,21,True
user_00511,2,7.7,286,4.97,1,385.6,14,0.0,0.0,0,426.49,6,0.0,0,4.62,0,0.0,0,20,True
user_00514,13,16.0,2,0.0,0,0.0,1,281.67,0.0,1,13.39,0,292.35,13,290.14,13,1.49,0,28,True
user_00516,5,6.1,15,8.21,1,0.0,0,0.17,0.0,0,0.0,1,0.0,0,0.14,0,0.0,0,1,True
user_00517,11,3.9,9,0.0,0,35.71,1,0.0,0.22,15,42.78,1,0.0,1,4.95,0,0.0,0,18,True
user_00520,4,8.8,26,27.75,1,24.88,4,0.0,0.02,9,59.96,5,0.0,1,40.66,6,0.0,0,25,True
user_00521,3,7.4,9,16.47,1,0.49,0,0.5,0.02,2,6.16,1,0.0,0,6.7,3,0.0,0,6,True
user_00522,2,,,0.0,1,0.0,1,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,3,True
user_00523,2,1.0,217,5.04,1,0.0,0,0.0,0.0,0,0.45,1,0.0,1,0.0,0,0.0,0,2,True
user_00524,2,1.1,66,3.32,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,True
user_00525,3,2.8,59,4.1,1,0.0,0,0.38,0.0,1,0.01,0,0.0,1,0.36,1,0.0,1,4,True
user_00526,9,12.0,4,0.0,0,40.63,5,1.95,0.04,13,389.83,7,0.0,1,336.19,22,0.0,0,48,True
user_00529,2,3.0,115,86.81,1,0.0,0,48.14,0.0,0,29.2,0,0.0,0,22.49,1,0.0,0,1,True
user_00530,3,3.3,33,4.3,1,6.23,0,0.0,0.11,6,11.52,0,0.0,0,5.2,2,0.0,1,9,True
user_00532,2,5.0,78,24.19,1,0.0,0,0.0,0.0,0,5.73,1,0.0,1,5.24,1,0.0,0,3,True
user_00539,7,4.1,53,0.0,0,0.0,0,0.35,0.01,8,4.81,0,0.0,0,4.76,0,0.0,0,8,True
user_00541,2,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,True
user_00550,2,0.9,329,4.81,1,0.0,1,0.0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,3,True
user_00552,6,4.0,28,74.19,1,0.0,0,0.48,0.0,0,0.28,1,0.0,0,0.53,2,0.0,0,3,True
user_00556,5,12.1,14,16.1,1,0.0,0,40.54,0.01,2,33.57,2,0.0,0,1.31,0,30.52,3,7,True
user_00558,10,16.1,24,27.45,1,12.88,1,0.0,0.0,0,2716.17,31,0.0,0,2634.22,36,0.0,0,68,True
user_00559,8,17.4,1,0.0,0,45.5,13,22.37,0.04,6,216.53,14,11.24,2,170.25,20,0.0,0,55,True
user_00561,3,8.2,211,39.58,1,0.0,0,0.0,0.0,0,782.92,6,0.0,1,753.32,4,0.0,0,11,True
user_00564,7,6.6,1,0.0,0,0.0,0,0.91,0.0,1,0.1,0,0.44,2,1.13,1,0.33,0,4,True
user_00570,8,2.1,31,10.5,1,0.0,0,2.95,0.0,1,2.82,1,0.0,0,0.0,0,0.0,1,3,True
user_00575,2,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,1,True
user_00579,4,2.3,15,0.0,0,0.0,0,0.03,5.94,9,266.68,0,0.0,1,292.93,0,0.06,0,10,True
user_00580,3,2.1,242,4.83,1,0.0,1,0.0,0.0,0,0.87,2,0.0,1,0.84,0,0.0,0,4,True
user_00582,2,2.5,59,4.26,1,0.0,1,0.0,0.02,1,7.15,0,0.0,0,7.16,1,0.0,1,4,True
user_00585,3,0.9,64,4.6,1,0.0,0,0.26,0.0,1,0.0,0,0.0,0,0.26,1,0.0,0,2,True
user_00586,5,6.5,9,139.09,1,0.0,0,9.81,0.0,1,0.0,0,10.21,2,10.67,3,0.0,0,6,True
